epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,138.86,1.94927,1.84198,1.9549,0.29401,0.23077,0.2258,0.0583,2.81668,2.68412,2.61858,0.00164162,0.00164162,0.00164162
183,139.513,1.94852,1.85286,1.95405,0.22338,0.15385,0.17229,0.05014,2.73068,3.1169,2.61451,0.00163964,0.00163964,0.00163964
184,140.184,1.84421,1.84066,1.86621,0.24886,0.38462,0.27024,0.09574,2.39387,2.51237,2.436,0.00163766,0.00163766,0.00163766
185,140.962,1.93761,1.97056,1.92751,0.4305,0.38462,0.36305,0.10504,2.48815,2.39978,2.51693,0.00163568,0.00163568,0.00163568
186,141.621,1.96836,1.97614,1.91446,0.39557,0.38462,0.33125,0.10152,2.68486,2.34963,2.69997,0.0016337,0.0016337,0.0016337
187,142.322,1.8629,1.89784,1.84092,0.42812,0.30769,0.26129,0.06395,2.73953,2.43603,2.69064,0.00163172,0.00163172,0.00163172
188,143.06,1.93938,1.89599,1.93886,0.19512,0.38462,0.14932,0.03775,2.71859,2.51774,2.66854,0.00162974,0.00162974,0.00162974
189,143.63,1.86772,1.8984,1.92361,0.13067,0.38462,0.1369,0.03744,2.73067,2.56187,2.67871,0.00162776,0.00162776,0.00162776
190,144.312,1.81346,1.82088,1.81085,0.28374,0.15385,0.14216,0.0427,2.70868,2.48832,2.65275,0.00162578,0.00162578,0.00162578
191,145.128,1.89585,1.80927,1.84051,0.32274,0.23077,0.21122,0.05347,2.66719,2.36146,2.62028,0.0016238,0.0016238,0.0016238
192,145.83,1.91525,2.01428,1.90471,0.14481,0.23077,0.12577,0.04142,2.52295,2.47575,2.50415,0.00162182,0.00162182,0.00162182
193,146.48,1.95336,1.88198,1.90311,0.14267,0.15385,0.13046,0.0504,2.48669,2.57973,2.54112,0.00161984,0.00161984,0.00161984
194,147.184,1.85868,1.72804,1.80331,0.11845,0.33118,0.13801,0.05067,2.52032,2.60787,2.5862,0.00161786,0.00161786,0.00161786
195,147.859,1.96801,1.83992,1.93173,0.27306,0.23077,0.15268,0.05526,2.5568,2.54818,2.59664,0.00161588,0.00161588,0.00161588
196,148.528,1.94734,2.03305,1.96151,0.42712,0.15385,0.16516,0.06381,2.52973,2.46469,2.56631,0.0016139,0.0016139,0.0016139
197,149.32,1.84664,1.68466,1.84938,0.2074,0.46154,0.2308,0.08612,2.55307,2.40639,2.57409,0.00161192,0.00161192,0.00161192
198,150.067,1.80088,1.83357,1.89363,0.32778,0.38462,0.27341,0.09086,2.59731,2.44917,2.62142,0.00160994,0.00160994,0.00160994
199,150.704,1.86019,1.84619,1.89225,0.20104,0.38462,0.1804,0.06258,2.80448,2.47936,2.76317,0.00160796,0.00160796,0.00160796
200,151.378,1.98006,1.87421,1.89333,0.37915,0.23077,0.17464,0.05026,2.79724,3.23129,2.87253,0.00160598,0.00160598,0.00160598
201,152.049,1.86621,1.88624,1.88677,0.32448,0.29646,0.1987,0.04603,2.80702,3.54672,2.82398,0.001604,0.001604,0.001604
202,152.738,1.91593,1.78731,1.80549,0.30422,0.15385,0.18113,0.05464,2.82613,3.6027,2.73339,0.00160202,0.00160202,0.00160202
203,153.362,1.92646,1.88761,1.8793,0.32251,0.15385,0.14857,0.05312,2.8982,3.5717,2.84176,0.00160004,0.00160004,0.00160004
204,154.168,1.86632,1.82162,1.87841,0.42486,0.23077,0.12807,0.03342,3.11086,3.83792,3.08208,0.00159806,0.00159806,0.00159806
205,154.824,1.82363,1.84215,1.88922,0.48353,0.23077,0.15577,0.03814,2.97151,3.64416,2.98714,0.00159608,0.00159608,0.00159608
206,155.401,1.87819,1.90615,1.88197,0.29803,0.23077,0.22124,0.07374,2.67141,3.42309,2.75864,0.0015941,0.0015941,0.0015941
207,156.072,1.7842,1.81974,1.80649,0.72537,0.15385,0.22346,0.0909,2.56646,3.17012,2.71516,0.00159212,0.00159212,0.00159212
208,156.797,1.84567,1.85392,1.81022,0.23733,0.38462,0.15539,0.05107,2.57629,3.632,2.66253,0.00159014,0.00159014,0.00159014
209,157.463,1.77564,1.70545,1.81847,0.26618,0.28035,0.12236,0.04086,2.65554,3.65787,2.66754,0.00158816,0.00158816,0.00158816
210,158.267,1.79706,1.69101,1.80657,0.16322,0.30769,0.09438,0.02297,2.55762,3.77859,2.60512,0.00158618,0.00158618,0.00158618
211,158.955,1.934,1.97178,1.92951,0.11201,0.30769,0.06555,0.01411,2.65577,4.464,2.69878,0.0015842,0.0015842,0.0015842
212,159.677,1.8327,1.86584,1.83997,0.16193,0.15385,0.08417,0.02481,2.56138,5.65349,2.62736,0.00158222,0.00158222,0.00158222
213,160.26,1.96323,1.85533,1.93768,0.2384,0.30769,0.11557,0.03132,2.5693,3.64361,2.56394,0.00158024,0.00158024,0.00158024
214,160.833,1.88463,1.78302,1.88252,0.25347,0.3921,0.1633,0.05765,2.64184,2.93815,2.66097,0.00157826,0.00157826,0.00157826
215,161.452,1.88924,1.79073,1.89521,0.31398,0.30769,0.19926,0.04607,2.93205,2.49484,2.89056,0.00157628,0.00157628,0.00157628
216,162.239,1.8662,1.85065,1.86275,0.2441,0.23077,0.18795,0.05008,2.75972,2.33352,2.86355,0.0015743,0.0015743,0.0015743
217,162.965,1.83939,1.75911,1.85382,0.44354,0.46154,0.32084,0.07367,2.72338,2.04767,2.71503,0.00157232,0.00157232,0.00157232
218,163.655,1.86111,1.74884,1.88891,0.48653,0.30769,0.29678,0.07913,2.6571,2.01671,2.65895,0.00157034,0.00157034,0.00157034
219,164.294,1.83446,1.6833,1.83721,0.2985,0.30769,0.25927,0.07045,2.69568,2.1295,2.69727,0.00156836,0.00156836,0.00156836
220,164.859,1.91954,1.85292,1.93488,0.46318,0.30769,0.28433,0.0662,2.70712,2.29534,2.82701,0.00156638,0.00156638,0.00156638
221,165.494,1.94476,1.84848,1.90394,0.42124,0.38462,0.26125,0.04836,2.78595,2.68832,2.92744,0.0015644,0.0015644,0.0015644
222,166.251,1.85177,1.79591,1.8339,0.27347,0.30769,0.19249,0.03383,2.85423,2.79482,2.98822,0.00156242,0.00156242,0.00156242
223,166.838,1.70508,1.74398,1.78329,0.24192,0.53846,0.23583,0.04346,2.92209,2.93138,3.06808,0.00156044,0.00156044,0.00156044
224,167.429,1.77861,1.72983,1.74758,0.23516,0.42652,0.15964,0.03126,2.87363,3.31778,2.98483,0.00155846,0.00155846,0.00155846
225,168.02,1.8846,1.80089,1.88184,0.16368,0.30769,0.09733,0.03055,2.90042,3.09929,3.01541,0.00155648,0.00155648,0.00155648
226,168.708,1.83686,1.77151,1.80562,0.19462,0.23077,0.12499,0.03893,2.98472,3.02904,3.09492,0.0015545,0.0015545,0.0015545
227,169.368,1.79829,1.69583,1.82716,0.74567,0.22677,0.28097,0.06602,2.88326,3.06982,3.00483,0.00155252,0.00155252,0.00155252
228,169.981,1.76249,1.6701,1.78697,0.73009,0.23077,0.24859,0.08033,3.00675,2.87759,3.13059,0.00155054,0.00155054,0.00155054
229,170.632,1.76405,1.6821,1.77116,0.6704,0.23077,0.24544,0.05596,2.91151,2.49638,2.89899,0.00154856,0.00154856,0.00154856
230,171.311,1.77384,1.74139,1.87507,0.51493,0.23077,0.25874,0.07173,2.72628,2.26128,2.63799,0.00154658,0.00154658,0.00154658
231,171.998,1.72265,1.61043,1.72499,0.4955,0.38462,0.33943,0.11644,2.52599,2.38077,2.53052,0.0015446,0.0015446,0.0015446
232,172.698,1.68111,1.70182,1.77007,0.28658,0.30769,0.2775,0.12803,2.37936,2.56417,2.53221,0.00154262,0.00154262,0.00154262
233,173.348,1.8728,1.69069,1.82996,0.4623,0.38462,0.38846,0.14489,2.51008,2.95491,2.83487,0.00154064,0.00154064,0.00154064
234,174.09,1.90511,1.75047,1.88003,0.75604,0.30769,0.35718,0.09198,2.72091,2.89422,3.0243,0.00153866,0.00153866,0.00153866
235,174.813,1.83932,1.77971,1.84979,0.28611,0.30769,0.22575,0.06642,2.82175,2.8095,3.04029,0.00153668,0.00153668,0.00153668
236,175.502,1.81261,1.68848,1.80236,0.16782,0.30769,0.11137,0.03989,2.53782,2.8398,2.64508,0.0015347,0.0015347,0.0015347
237,176.14,1.80882,1.79305,1.86677,0.17703,0.38462,0.13484,0.0447,2.59093,2.6347,2.6352,0.00153272,0.00153272,0.00153272
238,176.73,1.78426,1.71168,1.83529,0.22422,0.23077,0.1584,0.05493,2.60638,2.29603,2.60405,0.00153074,0.00153074,0.00153074
239,177.32,1.75155,1.6574,1.76991,0.19783,0.46154,0.1777,0.06315,2.54819,2.25069,2.5992,0.00152876,0.00152876,0.00152876
240,178.019,1.94183,1.84941,1.91114,0.31793,0.38462,0.22288,0.0754,2.75655,2.30083,2.91946,0.00152678,0.00152678,0.00152678
241,178.773,1.74626,1.66491,1.73112,0.36499,0.46154,0.20522,0.06991,2.69398,2.4543,2.84922,0.0015248,0.0015248,0.0015248
242,179.434,1.73452,1.65432,1.74314,0.35448,0.42366,0.22229,0.0681,2.65113,2.59686,2.80778,0.00152282,0.00152282,0.00152282
243,180.109,1.73163,1.70472,1.75446,0.41906,0.53846,0.33458,0.07204,2.65293,2.817,2.85857,0.00152084,0.00152084,0.00152084
244,180.775,1.74416,1.66255,1.81219,0.61098,0.30769,0.30595,0.08421,2.82389,2.84631,2.98971,0.00151886,0.00151886,0.00151886
245,181.425,1.81637,1.77215,1.82464,0.5652,0.38462,0.38881,0.08266,2.95844,2.60459,3.03169,0.00151688,0.00151688,0.00151688
246,182.089,1.87728,1.77385,1.87109,0.355,0.38128,0.31083,0.06118,2.92469,2.36095,2.85242,0.0015149,0.0015149,0.0015149
247,182.781,1.81964,1.66876,1.81805,0.27588,0.30769,0.19524,0.04785,2.73881,2.48921,2.65167,0.00151292,0.00151292,0.00151292
248,183.579,1.78385,1.64122,1.79737,0.17417,0.30769,0.11309,0.03545,2.67039,2.54459,2.74529,0.00151094,0.00151094,0.00151094
249,184.233,1.74844,1.63919,1.78524,0.16789,0.23077,0.12716,0.04814,2.67735,2.78403,2.8113,0.00150896,0.00150896,0.00150896
250,184.923,1.90129,1.76904,1.8762,0.26918,0.23077,0.16336,0.07539,2.70243,2.88279,2.8394,0.00150698,0.00150698,0.00150698
251,185.595,1.84285,1.69079,1.76827,0.17136,0.30769,0.12386,0.03401,2.88641,2.81126,3.02672,0.001505,0.001505,0.001505
252,186.309,1.69045,1.5523,1.73807,0.28158,0.23077,0.14982,0.04353,2.95959,2.98105,3.09253,0.00150302,0.00150302,0.00150302
253,186.927,1.74309,1.5506,1.73104,0.24532,0.30769,0.18093,0.04318,2.86982,2.95121,2.86363,0.00150104,0.00150104,0.00150104
254,187.638,1.81527,1.6512,1.74992,0.40381,0.46154,0.41249,0.10024,2.88273,3.02076,2.85242,0.00149906,0.00149906,0.00149906
255,188.238,1.88261,1.62438,1.77594,0.60958,0.30769,0.39603,0.09288,2.79971,2.88429,2.68014,0.00149708,0.00149708,0.00149708
256,188.864,1.66572,1.55183,1.70246,0.40976,0.53846,0.38383,0.11701,2.50612,2.7926,2.47976,0.0014951,0.0014951,0.0014951
257,189.372,1.75322,1.60648,1.72176,0.85699,0.23077,0.35753,0.12666,2.4512,2.48055,2.43618,0.00149312,0.00149312,0.00149312
258,190.027,1.76096,1.56925,1.74566,0.4105,0.23077,0.29617,0.12189,2.47203,2.31711,2.46045,0.00149114,0.00149114,0.00149114
259,190.706,1.71764,1.57052,1.75662,0.49107,0.23077,0.33379,0.10544,2.5147,2.33555,2.47063,0.00148916,0.00148916,0.00148916
260,191.394,1.83678,1.66139,1.85281,0.26338,0.38462,0.27322,0.09088,2.57358,2.5603,2.49846,0.00148718,0.00148718,0.00148718
261,191.906,1.75664,1.63272,1.78311,0.26485,0.41659,0.28463,0.08244,2.49308,2.84594,2.49862,0.0014852,0.0014852,0.0014852
262,192.512,1.81542,1.52658,1.73078,0.3111,0.38462,0.29287,0.09817,2.50939,2.73144,2.56149,0.00148322,0.00148322,0.00148322
263,193.08,1.66068,1.59896,1.72187,0.25502,0.30769,0.25637,0.08204,2.57021,2.81195,2.58124,0.00148124,0.00148124,0.00148124
264,193.662,1.67518,1.59544,1.73994,0.38441,0.23077,0.19836,0.04651,2.58684,3.129,2.57194,0.00147926,0.00147926,0.00147926
265,194.23,1.74093,1.62303,1.71203,0.30992,0.30769,0.20682,0.06001,2.68154,3.14038,2.66091,0.00147728,0.00147728,0.00147728
266,194.874,1.74504,1.78259,1.85575,0.29079,0.28515,0.19077,0.06659,2.71994,2.89804,2.64227,0.0014753,0.0014753,0.0014753
267,195.65,1.72889,1.7002,1.74437,0.2228,0.46154,0.25341,0.08807,2.72333,2.85587,2.67926,0.00147332,0.00147332,0.00147332
268,196.352,1.79851,1.64778,1.82329,0.2872,0.46154,0.32393,0.07673,2.62389,2.24604,2.58863,0.00147134,0.00147134,0.00147134
269,197.035,1.76604,1.6397,1.78318,0.3667,0.38462,0.31927,0.07206,2.64106,2.31246,2.56648,0.00146936,0.00146936,0.00146936
270,197.729,1.70281,1.70055,1.74253,0.53829,0.46154,0.40185,0.09762,2.64582,2.36441,2.59545,0.00146738,0.00146738,0.00146738
271,198.41,1.69693,1.58898,1.7354,0.39972,0.36004,0.35385,0.11533,2.65088,2.37785,2.54551,0.0014654,0.0014654,0.0014654
272,199.145,1.74121,1.56887,1.72591,0.25088,0.30769,0.14787,0.05801,2.59089,2.55239,2.55376,0.00146342,0.00146342,0.00146342
273,199.909,1.76145,1.68596,1.73744,0.20187,0.23077,0.12385,0.03906,2.59089,2.69834,2.57498,0.00146144,0.00146144,0.00146144
274,200.595,1.74842,1.66465,1.74145,0.18287,0.30769,0.1133,0.0385,2.64802,2.82705,2.5597,0.00145946,0.00145946,0.00145946
275,201.259,1.77297,1.57821,1.7279,0.1846,0.38462,0.13103,0.04146,2.63181,2.98193,2.51708,0.00145748,0.00145748,0.00145748
276,201.974,1.77874,1.59127,1.76323,0.28318,0.53846,0.17715,0.05172,2.51625,3.26651,2.50483,0.0014555,0.0014555,0.0014555
277,202.629,1.75616,1.69034,1.72516,0.23248,0.38462,0.13703,0.04537,2.44753,3.14323,2.44834,0.00145352,0.00145352,0.00145352
278,203.296,1.72086,1.60641,1.72612,0.23465,0.38462,0.16096,0.05817,2.44852,2.85046,2.4393,0.00145154,0.00145154,0.00145154
279,203.992,1.6957,1.55887,1.67888,0.35124,0.46154,0.24295,0.07451,2.34315,2.57825,2.3559,0.00144956,0.00144956,0.00144956
280,204.69,1.73456,1.56892,1.78,0.33676,0.38462,0.24071,0.08823,2.31066,2.43794,2.32935,0.00144758,0.00144758,0.00144758
281,205.363,1.6633,1.60413,1.7212,0.22659,0.46154,0.22695,0.09805,2.25963,2.47893,2.26833,0.0014456,0.0014456,0.0014456
282,206.1,1.80212,1.68782,1.79173,0.38562,0.30769,0.24525,0.10441,2.27787,2.4714,2.27411,0.00144362,0.00144362,0.00144362
283,206.771,1.67719,1.56882,1.69787,0.20971,0.30769,0.22457,0.09588,2.39291,2.44803,2.36774,0.00144164,0.00144164,0.00144164
284,207.461,1.71462,1.5418,1.7273,0.19662,0.23077,0.13562,0.06122,2.46642,2.55464,2.3811,0.00143966,0.00143966,0.00143966
285,208.227,1.70202,1.5628,1.75146,0.24559,0.30769,0.16247,0.05979,2.35126,2.6692,2.2954,0.00143768,0.00143768,0.00143768
286,208.935,1.69301,1.50077,1.75555,0.13589,0.30769,0.20008,0.07415,2.37273,2.63185,2.31191,0.0014357,0.0014357,0.0014357
287,209.697,1.73932,1.57024,1.83258,0.30898,0.46154,0.24918,0.08731,2.42997,2.60426,2.39268,0.00143372,0.00143372,0.00143372
288,210.438,1.6492,1.5654,1.73632,0.33222,0.30627,0.25822,0.11349,2.32629,2.50061,2.3691,0.00143174,0.00143174,0.00143174
289,211.15,1.7967,1.65188,1.84588,0.21628,0.38462,0.20856,0.08469,2.2934,2.38157,2.36499,0.00142976,0.00142976,0.00142976
290,211.828,1.6821,1.54029,1.70877,0.36804,0.38462,0.22925,0.08891,2.25499,2.29477,2.31004,0.00142778,0.00142778,0.00142778
291,212.514,1.81214,1.70114,1.86358,0.3747,0.38462,0.26299,0.09842,2.19092,2.39407,2.27146,0.0014258,0.0014258,0.0014258
292,213.32,1.5995,1.54602,1.70664,0.40952,0.46154,0.32491,0.11203,2.08864,2.36354,2.24333,0.00142382,0.00142382,0.00142382
293,214.044,1.79598,1.62316,1.76134,0.17912,0.46154,0.24955,0.08477,2.23872,2.55722,2.3199,0.00142184,0.00142184,0.00142184
294,214.739,1.59702,1.42736,1.67942,0.27088,0.46154,0.34911,0.08109,2.46041,2.76043,2.47982,0.00141986,0.00141986,0.00141986
295,215.41,1.81159,1.66643,1.77025,0.29413,0.38462,0.25007,0.06599,2.55417,3.1553,2.6787,0.00141788,0.00141788,0.00141788
296,216.139,1.78181,1.61102,1.79859,0.30942,0.38462,0.18151,0.05844,2.56018,3.43735,2.79687,0.0014159,0.0014159,0.0014159
297,216.883,1.58958,1.54011,1.69193,0.29966,0.23077,0.17899,0.05651,2.51973,3.29512,2.75422,0.00141392,0.00141392,0.00141392
298,217.71,1.81833,1.59096,1.79658,0.33985,0.46154,0.25879,0.08146,2.55572,3.02621,2.7438,0.00141194,0.00141194,0.00141194
299,218.366,1.77622,1.65491,1.76273,0.46574,0.46154,0.33507,0.12545,2.48539,2.81703,2.66857,0.00140996,0.00140996,0.00140996
300,219.057,1.95305,1.82393,1.91074,0.45964,0.30769,0.33762,0.13738,2.53739,2.66259,2.52941,0.00140798,0.00140798,0.00140798
301,219.717,1.62828,1.58306,1.66295,0.6046,0.38462,0.371,0.08954,2.65984,2.90005,2.58861,0.001406,0.001406,0.001406
302,220.285,1.79216,1.66595,1.79618,0.1856,0.23077,0.13199,0.02964,2.89024,3.21598,2.8906,0.00140402,0.00140402,0.00140402
303,220.88,1.7129,1.59934,1.79423,0.11051,0.23077,0.08698,0.01393,2.93456,3.48451,2.99208,0.00140204,0.00140204,0.00140204
304,221.578,1.74487,1.59597,1.71171,0.62608,0.07692,0.11814,0.01979,3.042,2.87095,3.08803,0.00140006,0.00140006,0.00140006
305,222.331,1.70841,1.55664,1.71266,0.22462,0.61538,0.2293,0.04104,2.7796,2.48733,2.80888,0.00139808,0.00139808,0.00139808
306,222.888,1.61793,1.65688,1.69674,0.27383,0.46154,0.30812,0.06529,2.64229,2.7409,2.73289,0.0013961,0.0013961,0.0013961
307,223.561,1.66909,1.56098,1.69434,0.24678,0.53846,0.32052,0.08566,2.64406,2.85646,2.66569,0.00139412,0.00139412,0.00139412
308,224.128,1.79932,1.79143,1.78099,0.43404,0.30769,0.26271,0.10378,2.58297,2.90811,2.52194,0.00139214,0.00139214,0.00139214
309,224.73,1.7605,1.62141,1.73426,0.32023,0.38462,0.18882,0.06456,2.62689,3.22148,2.57726,0.00139016,0.00139016,0.00139016
310,225.398,1.66389,1.5366,1.72672,0.46611,0.15385,0.1871,0.05502,2.7997,3.35297,2.76838,0.00138818,0.00138818,0.00138818
311,226.108,1.59067,1.45559,1.62262,0.4,0.23077,0.21088,0.0506,2.84608,3.28551,2.83777,0.0013862,0.0013862,0.0013862
312,226.603,1.69399,1.52281,1.66398,0.14208,0.07692,0.05977,0.02411,2.74034,3.04858,2.77173,0.00138422,0.00138422,0.00138422
313,227.107,1.7183,1.57481,1.73782,0.14729,0.15385,0.10814,0.04532,2.85166,2.63759,2.88721,0.00138224,0.00138224,0.00138224
314,227.677,1.77886,1.56109,1.75879,0.27667,0.23077,0.15936,0.04808,2.79669,2.47077,2.85127,0.00138026,0.00138026,0.00138026
315,228.319,1.74113,1.63176,1.73,0.35104,0.23077,0.22406,0.08252,2.63002,2.66038,2.71919,0.00137828,0.00137828,0.00137828
316,228.862,1.60424,1.54434,1.6556,0.33941,0.23077,0.20523,0.06504,2.6601,2.72365,2.83434,0.0013763,0.0013763,0.0013763
317,229.486,1.64231,1.44271,1.66261,0.31364,0.30769,0.21073,0.05952,2.77744,2.67849,2.93598,0.00137432,0.00137432,0.00137432
318,230.019,1.6539,1.44215,1.60093,0.34408,0.30769,0.21324,0.0662,2.72724,2.71487,2.87143,0.00137234,0.00137234,0.00137234
319,230.59,1.7812,1.66349,1.80198,0.3023,0.23077,0.17075,0.06748,2.59798,2.85029,2.70777,0.00137036,0.00137036,0.00137036
320,231.19,1.73762,1.51427,1.74852,0.30529,0.30769,0.19341,0.04374,2.78139,3.05016,2.7985,0.00136838,0.00136838,0.00136838
321,231.863,1.60711,1.43732,1.6308,0.16446,0.30769,0.07759,0.02039,2.79899,4.08154,2.88303,0.0013664,0.0013664,0.0013664
322,232.493,1.81295,1.62089,1.75174,0.17097,0.30769,0.09708,0.02467,2.75759,4.1034,2.80868,0.00136442,0.00136442,0.00136442
323,233.311,1.67012,1.41541,1.64138,0.26452,0.30769,0.14735,0.03629,2.80112,3.54506,2.91444,0.00136244,0.00136244,0.00136244
324,234.06,1.77855,1.5193,1.70824,0.30405,0.23077,0.14157,0.05779,2.69816,2.82215,2.79529,0.00136046,0.00136046,0.00136046
325,234.733,1.66837,1.51136,1.65188,0.34589,0.30769,0.22664,0.08441,2.65484,2.71254,2.79994,0.00135848,0.00135848,0.00135848
326,235.437,1.63166,1.36948,1.63644,0.50028,0.30769,0.33441,0.08882,2.67489,2.7507,2.781,0.0013565,0.0013565,0.0013565
327,236.153,1.56616,1.44329,1.56745,0.49262,0.30769,0.30451,0.06514,2.80527,2.82125,2.83904,0.00135452,0.00135452,0.00135452
328,236.883,1.65099,1.51802,1.66845,0.30591,0.30769,0.2496,0.0379,3.06878,2.80834,3.1981,0.00135254,0.00135254,0.00135254
329,237.634,1.70039,1.39611,1.69044,0.33839,0.30769,0.21624,0.05997,3.09299,2.62324,3.16344,0.00135056,0.00135056,0.00135056
330,238.313,1.5974,1.42772,1.58575,0.68517,0.23077,0.30407,0.08227,2.94792,2.37981,3.04092,0.00134858,0.00134858,0.00134858
331,238.964,1.59616,1.42093,1.64158,0.87143,0.30769,0.39856,0.1026,2.80746,2.23326,2.96513,0.0013466,0.0013466,0.0013466
332,239.704,1.74647,1.546,1.75928,0.67406,0.23077,0.34426,0.07209,2.70204,2.45363,2.77441,0.00134462,0.00134462,0.00134462
333,240.418,1.70282,1.57003,1.73039,0.32581,0.53846,0.33576,0.06804,2.69273,2.51174,2.76423,0.00134264,0.00134264,0.00134264
