epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,83.5726,1.92776,2.05898,1.95301,0.50341,0.23077,0.18943,0.06836,3.04978,3.17784,3.21049,0.00119216,0.00119216,0.00119216
104,84.1168,1.89004,2.06654,1.95251,0.48971,0.23077,0.17954,0.06657,2.94924,2.98809,3.04389,0.00118424,0.00118424,0.00118424
105,84.644,1.99406,2.05378,2.06271,0.39818,0.23077,0.16609,0.07734,2.73387,2.71084,2.84812,0.00117632,0.00117632,0.00117632
106,85.2424,1.92901,2.13353,1.92487,0.35865,0.21668,0.13077,0.07253,2.54241,2.77268,2.61717,0.0011684,0.0011684,0.0011684
107,85.7007,2.05142,2.07686,2.02845,0.15724,0.15385,0.09164,0.05445,2.42095,2.77509,2.41732,0.00116048,0.00116048,0.00116048
108,86.2507,2.02692,2.10249,2.02941,0.3179,0.23077,0.16851,0.04033,2.55926,2.65789,2.57272,0.00115256,0.00115256,0.00115256
109,86.8476,1.85123,1.94585,1.86669,0.30131,0.15385,0.14725,0.04758,2.56186,2.69341,2.61739,0.00114464,0.00114464,0.00114464
110,87.4257,2.01896,2.06316,1.9945,0.32079,0.15385,0.18653,0.05976,2.54172,2.64362,2.56571,0.00113672,0.00113672,0.00113672
111,87.9966,1.9941,2.03682,1.97725,0.15493,0.30769,0.1501,0.045,2.43814,2.71163,2.51429,0.0011288,0.0011288,0.0011288
112,88.6275,1.87878,2.04407,1.90215,0.29175,0.15385,0.13064,0.05504,2.52508,2.732,2.54277,0.00112088,0.00112088,0.00112088
113,89.1021,1.79898,1.84461,1.8157,0.2308,0.38462,0.15854,0.05437,2.55397,2.5828,2.5516,0.00111296,0.00111296,0.00111296
114,89.6296,2.01001,2.09401,2.03725,0.26576,0.38462,0.18148,0.05666,2.45621,2.51544,2.51976,0.00110504,0.00110504,0.00110504
115,90.1964,1.93352,1.98997,1.90493,0.31795,0.43136,0.20773,0.05148,2.44999,2.50489,2.5211,0.00109712,0.00109712,0.00109712
116,90.7594,1.90311,2.02053,1.91344,0.19362,0.46154,0.1494,0.04579,2.49057,2.55482,2.54552,0.0010892,0.0010892,0.0010892
117,91.3517,1.96292,1.93567,1.94128,0.12953,0.23077,0.13535,0.04807,2.43343,2.53274,2.48341,0.00108128,0.00108128,0.00108128
118,91.8502,1.91359,2.07477,1.95986,0.23672,0.30769,0.14835,0.05068,2.46754,2.66606,2.53367,0.00107336,0.00107336,0.00107336
119,92.3746,2.00627,2.00194,1.93798,0.1846,0.30769,0.12212,0.03075,2.55577,3.13859,2.69664,0.00106544,0.00106544,0.00106544
120,93.0008,1.91172,2.05993,1.94497,0.10414,0.23077,0.05749,0.01249,2.74039,4.33147,3.01517,0.00105752,0.00105752,0.00105752
121,93.4841,1.93486,1.88309,1.93226,0.11704,0.23077,0.07834,0.02459,2.56933,4.0204,2.77843,0.0010496,0.0010496,0.0010496
122,94.1328,1.902,2.01911,1.85688,0.20049,0.23077,0.10917,0.04269,2.70358,2.83176,2.73213,0.00104168,0.00104168,0.00104168
123,94.7145,1.88533,1.91352,1.90242,0.28533,0.23077,0.17703,0.06071,2.66739,2.50189,2.62361,0.00103376,0.00103376,0.00103376
124,95.2899,2.00392,2.06616,2.02164,0.35318,0.42125,0.31149,0.08911,2.46211,2.33372,2.37228,0.00102584,0.00102584,0.00102584
125,95.7717,1.94061,1.94126,1.89938,0.45568,0.30769,0.34527,0.09053,2.35447,2.28656,2.2674,0.00101792,0.00101792,0.00101792
126,96.4049,1.93543,1.95274,1.90567,0.40196,0.30769,0.33841,0.09563,2.26598,2.33634,2.19617,0.00101,0.00101,0.00101
127,97.0892,1.85876,1.85488,1.90388,0.55782,0.23077,0.28125,0.09072,2.26259,2.29637,2.19762,0.00100208,0.00100208,0.00100208
128,97.8426,1.84243,1.95572,1.8798,0.60729,0.30769,0.30901,0.07557,2.21404,2.29517,2.2769,0.00099416,0.00099416,0.00099416
129,98.2975,1.85724,1.93081,1.90512,0.62306,0.30769,0.35785,0.10329,2.26091,2.25979,2.27314,0.00098624,0.00098624,0.00098624
130,98.8535,1.91806,1.99134,1.91618,0.5013,0.30769,0.30936,0.10308,2.27452,2.23873,2.25384,0.00097832,0.00097832,0.00097832
131,99.474,1.87744,1.91891,1.90235,0.31481,0.35469,0.28342,0.11394,2.25367,2.31878,2.2079,0.0009704,0.0009704,0.0009704
132,100.024,1.77388,1.8184,1.82491,0.62624,0.23077,0.31079,0.11479,2.10648,2.53724,2.12033,0.00096248,0.00096248,0.00096248
133,100.542,1.87409,1.96836,1.92889,0.44053,0.30769,0.30725,0.10919,2.10048,2.51945,2.10305,0.00095456,0.00095456,0.00095456
134,101.169,1.89989,1.82736,1.89865,0.29173,0.30769,0.24684,0.09915,2.13487,2.52783,2.1195,0.00094664,0.00094664,0.00094664
135,101.655,1.87186,1.9227,1.90161,0.21982,0.53846,0.22194,0.08899,2.1893,2.56653,2.16894,0.00093872,0.00093872,0.00093872
136,102.123,1.82445,1.82058,1.81463,0.32439,0.30769,0.27324,0.0936,2.36862,2.43759,2.30682,0.0009308,0.0009308,0.0009308
137,102.636,1.85737,2.0579,1.96309,0.26989,0.46154,0.25459,0.09191,2.50979,2.37813,2.4245,0.00092288,0.00092288,0.00092288
138,103.082,1.76276,1.74158,1.77035,0.26607,0.46154,0.24546,0.07575,2.58691,2.36693,2.50091,0.00091496,0.00091496,0.00091496
139,103.689,1.86964,1.84746,1.87137,0.18426,0.30769,0.20739,0.07026,2.65795,2.46618,2.54707,0.00090704,0.00090704,0.00090704
140,104.355,1.86721,1.86787,1.88117,0.36328,0.23077,0.19514,0.05715,2.52614,2.60128,2.47705,0.00089912,0.00089912,0.00089912
141,104.823,1.9133,2.02418,1.94034,0.20202,0.38462,0.22138,0.07018,2.647,2.52515,2.61463,0.0008912,0.0008912,0.0008912
142,105.294,1.76885,1.8255,1.78792,0.24263,0.38462,0.18205,0.05042,2.73034,2.49638,2.67111,0.00088328,0.00088328,0.00088328
143,105.794,1.84442,1.82486,1.88247,0.39311,0.23077,0.24446,0.05163,2.69695,2.40286,2.66498,0.00087536,0.00087536,0.00087536
144,106.263,1.82826,1.85014,1.82215,0.27888,0.38462,0.28309,0.07626,2.48704,2.2384,2.47904,0.00086744,0.00086744,0.00086744
145,106.785,1.88428,2.01068,1.96445,0.23764,0.46154,0.25958,0.07461,2.50482,2.29416,2.4987,0.00085952,0.00085952,0.00085952
146,107.276,1.79716,1.90251,1.84028,0.23972,0.46154,0.28098,0.07728,2.41743,2.23844,2.45246,0.0008516,0.0008516,0.0008516
147,107.878,1.64795,1.72325,1.74383,0.23575,0.54598,0.24184,0.07962,2.45817,2.28198,2.46957,0.00084368,0.00084368,0.00084368
148,108.436,1.78972,1.86645,1.81754,0.39254,0.30769,0.32985,0.09642,2.57846,2.25295,2.58163,0.00083576,0.00083576,0.00083576
149,108.976,1.67371,1.69168,1.72352,0.49845,0.23077,0.33446,0.10329,2.6056,2.23583,2.65638,0.00082784,0.00082784,0.00082784
150,109.436,1.83608,1.78262,1.84005,0.55939,0.23077,0.33697,0.10947,2.56696,2.17689,2.58771,0.00081992,0.00081992,0.00081992
151,109.89,1.89255,2.00792,1.91575,0.6905,0.23077,0.35014,0.11575,2.51714,2.19791,2.51182,0.000812,0.000812,0.000812
152,110.473,1.79914,1.83254,1.79025,0.75862,0.23077,0.3274,0.1181,2.33582,2.17896,2.2674,0.00080408,0.00080408,0.00080408
153,111.147,1.86911,1.87757,1.83135,0.82447,0.23077,0.32117,0.11613,2.28154,2.1253,2.16885,0.00079616,0.00079616,0.00079616
154,111.663,1.78663,1.67596,1.84718,0.7955,0.23077,0.31527,0.10726,2.31917,2.18868,2.20075,0.00078824,0.00078824,0.00078824
155,112.285,1.8406,1.81293,1.81544,0.71601,0.23077,0.3211,0.08708,2.39147,2.2446,2.27426,0.00078032,0.00078032,0.00078032
156,112.9,1.83185,1.80769,1.84438,0.93018,0.23077,0.30989,0.07199,2.56919,2.34317,2.38251,0.0007724,0.0007724,0.0007724
157,113.51,1.9232,1.89424,1.91989,0.88674,0.23077,0.3724,0.08767,2.57119,2.40587,2.4125,0.00076448,0.00076448,0.00076448
158,114.144,1.75071,1.72823,1.78815,0.26107,0.61538,0.31271,0.08377,2.48052,2.41236,2.37463,0.00075656,0.00075656,0.00075656
159,114.842,1.79118,1.83212,1.8108,0.2538,0.46154,0.26839,0.08454,2.43152,2.39313,2.32587,0.00074864,0.00074864,0.00074864
160,115.489,1.76117,1.78687,1.81761,0.17004,0.30769,0.21832,0.08381,2.47774,2.68457,2.40499,0.00074072,0.00074072,0.00074072
161,115.987,1.73358,1.68027,1.7875,0.11476,0.23077,0.15815,0.07534,2.4489,2.8035,2.42173,0.0007328,0.0007328,0.0007328
162,116.495,1.78701,1.71696,1.77466,0.09837,0.23077,0.14928,0.07853,2.40482,2.83832,2.40774,0.00072488,0.00072488,0.00072488
163,117.008,1.77668,1.70982,1.78035,0.0787,0.26328,0.13872,0.08323,2.39038,2.87667,2.37526,0.00071696,0.00071696,0.00071696
164,117.58,1.69671,1.83204,1.76729,0.18534,0.15385,0.13827,0.08506,2.39976,2.70301,2.3249,0.00070904,0.00070904,0.00070904
165,118.158,1.80988,1.75401,1.81386,0.25385,0.23077,0.1362,0.05323,2.4171,2.57807,2.28642,0.00070112,0.00070112,0.00070112
166,118.616,1.74627,1.74848,1.77541,0.37154,0.23077,0.21677,0.06241,2.37648,2.49702,2.24194,0.0006932,0.0006932,0.0006932
167,119.23,1.7398,1.69977,1.75255,0.37954,0.30769,0.22198,0.06141,2.40326,2.43721,2.28389,0.00068528,0.00068528,0.00068528
168,119.909,1.76445,1.74275,1.74803,0.59024,0.23077,0.25604,0.08647,2.44128,2.45844,2.36856,0.00067736,0.00067736,0.00067736
169,120.448,1.69177,1.72018,1.75181,0.32475,0.23077,0.25328,0.08801,2.40607,2.50569,2.38584,0.00066944,0.00066944,0.00066944
170,120.951,1.81493,1.82338,1.83607,0.25588,0.38462,0.27315,0.09141,2.47453,2.51767,2.44428,0.00066152,0.00066152,0.00066152
171,121.61,1.86098,1.78378,1.85204,0.24432,0.38462,0.27012,0.10098,2.56415,2.44408,2.52383,0.0006536,0.0006536,0.0006536
172,122.179,1.78099,1.7474,1.8172,0.36494,0.38462,0.33081,0.13076,2.64788,2.32885,2.56714,0.00064568,0.00064568,0.00064568
173,122.808,1.60813,1.56935,1.68546,0.36264,0.38462,0.29875,0.10052,2.61906,2.30336,2.53621,0.00063776,0.00063776,0.00063776
174,123.348,1.64849,1.66981,1.73625,0.33237,0.30648,0.24971,0.0959,2.54786,2.37419,2.45519,0.00062984,0.00062984,0.00062984
175,123.84,1.73764,1.65683,1.80993,0.26731,0.23077,0.23502,0.08572,2.58096,2.34859,2.45449,0.00062192,0.00062192,0.00062192
176,124.486,1.81593,1.63663,1.79731,0.26206,0.30769,0.20744,0.05237,2.6764,2.57412,2.59518,0.000614,0.000614,0.000614
177,125.121,1.72659,1.67636,1.7293,0.15901,0.23077,0.16337,0.0467,2.74432,2.64214,2.66505,0.00060608,0.00060608,0.00060608
178,125.615,1.71141,1.74862,1.76727,0.11102,0.32701,0.16132,0.0402,2.70117,2.71307,2.68816,0.00059816,0.00059816,0.00059816
179,126.094,1.83995,1.71584,1.79272,0.12661,0.46154,0.15907,0.04169,2.67231,2.68559,2.70517,0.00059024,0.00059024,0.00059024
180,126.589,1.7387,1.67283,1.79771,0.16605,0.38296,0.21728,0.0468,2.73211,2.52315,2.71548,0.00058232,0.00058232,0.00058232
181,127.122,1.84973,1.76042,1.82214,0.2165,0.30769,0.20792,0.04742,2.7148,2.54055,2.7094,0.0005744,0.0005744,0.0005744
182,127.629,1.80322,1.68551,1.8423,0.19801,0.53846,0.21359,0.05074,2.74433,2.35974,2.75416,0.00056648,0.00056648,0.00056648
183,128.235,1.79103,1.69046,1.79321,0.53102,0.30769,0.32037,0.06523,2.79238,2.27991,2.77012,0.00055856,0.00055856,0.00055856
184,128.899,1.64002,1.60226,1.69763,0.63651,0.38462,0.36544,0.0848,2.65464,2.29203,2.61822,0.00055064,0.00055064,0.00055064
